time,us_aqi,pm10,pm2_5,ozone,carbon_monoxide,nitrogen_dioxide,sulphur_dioxide,temperature_2m,relative_humidity_2m,wind_speed_10m,cloud_cover,precipitation,dayofweek,hour,month
2025-04-26 00:00:00,72.0,40.5,19.8,70.0,449.0,16.5,8.0,27.717001,62.0,25.683926,0.0,0.0,5,0,4
2025-04-26 01:00:00,72.0,37.0,18.7,71.0,322.0,14.2,7.6,27.167,67.0,24.014996,0.0,0.0,5,1,4
2025-04-26 02:00:00,72.0,34.7,16.9,72.0,228.0,12.2,7.3,27.467001,70.0,23.936617,0.0,0.0,5,2,4
2025-04-26 03:00:00,72.0,35.4,15.6,74.0,184.0,9.7,7.0,29.367,59.0,24.448214,0.0,0.0,5,3,4
2025-04-26 04:00:00,71.0,38.9,15.1,75.0,173.0,7.5,6.9,31.567001,47.0,21.829777,0.0,0.0,5,4,4
2025-04-26 05:00:00,71.0,41.2,14.7,81.0,208.0,6.2,6.7,33.967,37.0,24.087738,0.0,0.0,5,5,4
2025-04-26 06:00:00,71.0,46.3,16.2,74.0,332.0,12.5,7.9,35.467,32.0,24.933735,0.0,0.0,5,6,4
2025-04-26 07:00:00,70.0,49.0,19.6,66.0,501.0,20.9,9.7,36.767002,27.0,25.325686,0.0,0.0,5,7,4
2025-04-26 08:00:00,70.0,53.3,23.5,68.0,597.0,25.6,12.0,37.367,26.0,25.6233,0.0,0.0,5,8,4
2025-04-26 09:00:00,70.0,66.8,25.1,89.0,547.0,23.1,15.4,37.167,27.0,25.922499,0.0,0.0,5,9,4
2025-04-26 10:00:00,70.0,80.6,27.9,121.0,424.0,16.8,19.4,36.767002,29.0,28.528723,0.0,0.0,5,10,4
2025-04-26 11:00:00,70.0,93.4,31.4,147.0,325.0,11.6,22.1,35.867,32.0,31.450073,0.0,0.0,5,11,4
2025-04-26 12:00:00,71.0,105.0,34.1,163.0,285.0,9.0,22.7,34.467,38.0,27.748037,0.0,0.0,5,12,4
2025-04-26 13:00:00,71.0,112.5,34.8,174.0,270.0,7.4,22.0,33.267002,40.0,27.645092,0.0,0.0,5,13,4
2025-04-26 14:00:00,72.0,107.1,34.7,175.0,272.0,7.1,20.5,31.667,47.0,23.110207,0.0,0.0,5,14,4
2025-04-26 15:00:00,80.0,103.8,35.3,161.0,296.0,8.4,17.8,30.767,52.0,17.81909,5.0,0.0,5,15,4
2025-04-26 16:00:00,100.0,101.3,34.7,136.0,338.0,11.1,14.3,30.467001,53.0,15.226764,6.0,0.0,5,16,4
2025-04-26 17:00:00,115.0,92.7,33.1,120.0,376.0,16.3,13.5,30.067001,55.0,14.618837,6.0,0.0,5,17,4
2025-04-26 18:00:00,121.0,78.2,31.1,100.0,405.0,22.6,12.3,29.667,58.0,15.111424,20.0,0.0,5,18,4
2025-04-26 19:00:00,117.0,77.1,29.3,73.0,430.0,31.2,10.7,29.167,62.0,14.759999,8.0,0.0,5,19,4
2025-04-26 20:00:00,101.0,68.0,27.7,53.0,452.0,37.1,9.7,28.767,64.0,15.4800005,46.0,0.0,5,20,4
2025-04-26 21:00:00,78.0,68.5,26.7,47.0,475.0,37.9,9.8,28.367,66.0,17.057314,6.0,0.0,5,21,4
2025-04-26 22:00:00,78.0,65.9,26.8,48.0,493.0,36.0,10.5,28.067001,67.0,19.110542,5.0,0.0,5,22,4
2025-04-26 23:00:00,79.0,66.4,27.6,50.0,491.0,33.6,11.0,27.767,69.0,20.418695,6.0,0.0,5,23,4
2025-04-27 00:00:00,79.0,65.9,28.3,50.0,453.0,31.1,10.7,27.567001,72.0,22.26477,5.0,0.0,6,0,4
2025-04-27 01:00:00,80.0,65.7,28.2,51.0,394.0,28.1,10.2,27.317001,76.0,22.805367,85.0,0.0,6,1,4
2025-04-27 02:00:00,81.0,68.2,28.0,52.0,340.0,25.5,10.0,27.867,75.0,21.349546,0.0,0.0,6,2,4
2025-04-27 03:00:00,82.0,76.8,29.4,53.0,281.0,23.4,10.5,29.767,61.0,24.522316,0.0,0.0,6,3,4
2025-04-27 04:00:00,83.0,81.3,30.3,53.0,228.0,21.8,11.3,32.067,47.0,25.651104,0.0,0.0,6,4,4
2025-04-27 05:00:00,85.0,74.5,25.5,59.0,237.0,13.7,9.0,33.567,40.0,27.36947,5.0,0.0,6,5,4
2025-04-27 06:00:00,86.0,71.2,25.6,57.0,381.0,17.0,9.5,34.567,37.0,28.981676,6.0,0.0,6,6,4
2025-04-27 07:00:00,86.0,65.2,27.0,56.0,586.0,21.2,10.2,35.667,33.0,31.212229,37.0,0.0,6,7,4
2025-04-27 08:00:00,87.0,69.2,28.5,61.0,693.0,22.8,11.2,36.067,32.0,31.883888,5.0,0.0,6,8,4
2025-04-27 09:00:00,88.0,78.2,28.5,79.0,598.0,19.0,12.8,36.067,32.0,32.136932,0.0,0.0,6,9,4
2025-04-27 10:00:00,88.0,77.1,28.7,104.0,405.0,12.6,14.7,36.267002,30.0,32.68871,0.0,0.0,6,10,4
2025-04-27 11:00:00,88.0,79.4,29.6,123.0,258.0,7.5,15.8,35.967,29.0,31.559088,0.0,0.0,6,11,4
2025-04-27 12:00:00,88.0,81.7,30.4,130.0,220.0,5.3,15.4,35.167,31.0,30.574575,0.0,0.0,6,12,4
2025-04-27 13:00:00,87.0,83.4,30.3,130.0,228.0,4.5,14.3,33.467,39.0,26.208395,0.0,0.0,6,13,4
2025-04-27 14:00:00,87.0,84.3,29.8,128.0,247.0,4.7,13.2,31.767,49.0,20.188908,0.0,0.0,6,14,4
2025-04-27 15:00:00,87.0,80.3,29.0,124.0,262.0,5.8,12.6,31.067001,52.0,19.48661,0.0,0.0,6,15,4
2025-04-27 16:00:00,86.0,73.6,27.8,117.0,287.0,7.9,12.0,30.667,54.0,20.008356,6.0,0.0,6,16,4
2025-04-27 17:00:00,85.0,72.2,27.9,106.0,327.0,11.1,12.2,30.467001,53.0,19.917469,7.0,0.0,6,17,4
2025-04-27 18:00:00,85.0,65.4,27.4,92.0,391.0,17.4,11.9,30.167,57.0,19.45333,100.0,0.0,6,18,4
2025-04-27 19:00:00,85.0,57.5,27.6,72.0,469.0,25.9,11.6,29.567001,62.0,18.36353,11.0,0.0,6,19,4
2025-04-27 20:00:00,84.0,59.1,27.8,57.0,540.0,31.7,11.2,29.067001,65.0,19.813087,5.0,0.0,6,20,4
2025-04-27 21:00:00,84.0,60.5,27.4,52.0,617.0,32.3,10.9,28.767,68.0,22.319998,5.0,0.0,6,21,4
2025-04-27 22:00:00,85.0,60.1,27.1,51.0,687.0,30.2,10.7,28.567001,69.0,24.122683,0.0,0.0,6,22,4
2025-04-27 23:00:00,85.0,59.5,27.0,52.0,688.0,27.3,10.3,28.367,70.0,24.546085,0.0,0.0,6,23,4
2025-04-28 00:00:00,84.0,57.5,26.3,53.0,559.0,24.0,9.6,28.267,70.0,23.893261,5.0,0.0,0,0,4
2025-04-28 01:00:00,84.0,54.2,25.0,55.0,361.0,20.0,8.7,27.867,73.0,20.883104,6.0,0.0,0,1,4
2025-04-28 02:00:00,84.0,51.5,23.4,57.0,214.0,16.5,8.0,28.267,73.0,22.33161,6.0,0.0,0,2,4
2025-04-28 03:00:00,84.0,49.8,22.2,59.0,160.0,13.4,7.7,30.267,59.0,25.455843,0.0,0.0,0,3,4
2025-04-28 04:00:00,83.0,48.1,21.2,61.0,157.0,10.8,7.5,32.767002,42.0,28.47643,7.0,0.0,0,4,4
2025-04-28 05:00:00,82.0,44.1,19.9,63.0,202.0,9.3,7.5,34.867,31.0,34.217045,20.0,0.0,0,5,4
2025-04-28 06:00:00,82.0,42.4,19.6,61.0,337.0,13.0,8.1,36.067,27.0,37.441727,6.0,0.0,0,6,4
2025-04-28 07:00:00,81.0,41.4,20.8,59.0,519.0,17.8,8.9,36.767002,26.0,38.921646,0.0,0.0,0,7,4
2025-04-28 08:00:00,81.0,42.7,22.9,63.0,614.0,20.1,9.9,37.367,24.0,39.04631,0.0,0.0,0,8,4
2025-04-28 09:00:00,80.0,47.3,23.4,80.0,534.0,17.4,11.2,37.767002,22.0,40.03938,5.0,0.0,0,9,4
2025-04-28 10:00:00,80.0,54.5,24.4,104.0,367.0,12.0,12.6,37.567,22.0,40.276585,10.0,0.0,0,10,4
2025-04-28 11:00:00,79.0,65.0,26.3,122.0,241.0,7.8,13.5,36.867,24.0,38.26852,64.0,0.0,0,11,4
2025-04-28 12:00:00,79.0,72.6,27.5,131.0,211.0,5.9,13.5,35.567,29.0,39.125893,6.0,0.0,0,12,4
2025-04-28 13:00:00,79.0,71.9,27.7,134.0,222.0,5.0,13.0,33.767002,37.0,37.038033,0.0,0.0,0,13,4
2025-04-28 14:00:00,78.0,67.3,26.8,133.0,242.0,5.1,12.4,32.067,47.0,33.588207,0.0,0.0,0,14,4
2025-04-28 15:00:00,78.0,58.2,24.6,126.0,256.0,6.0,11.9,31.467001,49.0,27.792374,0.0,0.0,0,15,4
2025-04-28 16:00:00,78.0,49.6,22.1,115.0,278.0,7.9,11.4,31.167,49.0,24.29133,6.0,0.0,0,16,4
2025-04-28 17:00:00,77.0,39.7,18.7,104.0,317.0,11.1,11.3,30.967001,50.0,23.0653,15.0,0.0,0,17,4
2025-04-28 18:00:00,77.0,34.3,18.0,91.0,390.0,16.1,10.9,30.567001,52.0,21.707731,0.0,0.0,0,18,4
2025-04-28 19:00:00,76.0,32.4,18.5,74.0,479.0,22.9,10.4,30.067001,56.0,23.0653,0.0,0.0,0,19,4
2025-04-28 20:00:00,75.0,32.0,18.5,62.0,540.0,27.5,10.0,29.767,57.0,25.959969,0.0,0.0,0,20,4
2025-04-28 21:00:00,74.0,31.4,18.6,59.0,561.0,28.2,9.8,29.667,57.0,27.757376,0.0,0.0,0,21,4
2025-04-28 22:00:00,73.0,31.1,18.7,61.0,554.0,26.7,9.7,29.567001,56.0,27.238941,6.0,0.0,0,22,4
2025-04-28 23:00:00,73.0,30.6,18.5,65.0,513.0,24.2,9.3,29.267,58.0,26.400545,7.0,0.0,0,23,4
2025-04-29 00:00:00,72.0,28.8,17.5,69.0,411.0,20.6,8.4,28.567001,65.0,22.751316,78.0,0.0,1,0,4
2025-04-29 01:00:00,71.0,26.0,15.7,75.0,276.0,16.0,7.4,28.067001,70.0,20.674158,6.0,0.0,1,1,4
2025-04-29 02:00:00,70.0,22.7,13.8,80.0,178.0,12.1,6.5,28.567001,70.0,21.38897,49.0,0.0,1,2,4
2025-04-29 03:00:00,69.0,19.3,12.0,84.0,143.0,9.1,6.0,30.667,56.0,28.227306,5.0,0.0,1,3,4
2025-04-29 04:00:00,68.0,15.9,10.4,87.0,146.0,6.9,5.7,33.067,41.0,31.487139,0.0,0.0,1,4,4
2025-04-29 05:00:00,67.0,11.0,8.8,88.0,188.0,6.9,5.9,34.767002,33.0,34.428497,5.0,0.0,1,5,4
2025-04-29 06:00:00,66.0,10.2,8.1,84.0,306.0,11.7,6.7,35.667,30.0,37.114933,6.0,0.0,1,6,4
2025-04-29 07:00:00,65.0,11.6,9.6,80.0,463.0,18.2,7.9,36.467,28.0,37.77256,7.0,0.0,1,7,4
2025-04-29 08:00:00,64.0,15.1,12.6,82.0,545.0,21.4,9.0,36.667,26.0,38.774857,100.0,0.0,1,8,4
2025-04-29 09:00:00,64.0,20.4,13.6,96.0,476.0,18.1,10.1,36.967,24.0,38.0733,100.0,0.0,1,9,4
2025-04-29 10:00:00,63.0,27.9,15.0,117.0,333.0,11.6,11.1,36.567,26.0,36.885506,100.0,0.0,1,10,4
2025-04-29 11:00:00,62.0,27.8,14.8,131.0,225.0,6.5,11.7,35.467,32.0,35.259792,75.0,0.0,1,11,4
2025-04-29 12:00:00,61.0,23.3,13.7,133.0,200.0,4.7,11.5,33.567,42.0,33.847656,100.0,0.0,1,12,4
2025-04-29 13:00:00,60.0,19.5,12.4,128.0,211.0,4.4,10.8,32.467,46.0,32.19938,100.0,0.0,1,13,4
2025-04-29 14:00:00,58.0,18.1,12.1,122.0,231.0,4.8,10.3,31.067001,53.0,25.872454,39.0,0.0,1,14,4
2025-04-29 15:00:00,57.0,17.3,11.8,115.0,251.0,5.8,10.1,30.767,52.0,20.418695,100.0,0.0,1,15,4
2025-04-29 16:00:00,63.0,17.1,11.9,106.0,278.0,7.6,10.0,30.567001,52.0,20.16,8.0,0.0,1,16,4
2025-04-29 17:00:00,68.0,16.8,11.8,95.0,311.0,9.8,9.5,30.067001,56.0,19.852295,100.0,0.0,1,17,4
2025-04-29 18:00:00,68.0,19.5,14.0,85.0,352.0,13.4,9.3,29.567001,61.0,19.852295,21.0,0.0,1,18,4
2025-04-29 19:00:00,61.0,22.1,15.9,72.0,398.0,18.3,8.9,29.067001,64.0,22.553936,6.0,0.0,1,19,4
2025-04-29 20:00:00,54.0,23.9,16.9,62.0,433.0,21.5,8.6,28.767,67.0,24.609364,56.0,0.0,1,20,4
2025-04-29 21:00:00,54.0,24.8,17.2,59.0,458.0,21.6,8.4,28.267,73.0,24.863468,8.0,0.0,1,21,4
2025-04-29 22:00:00,53.0,25.2,17.3,60.0,471.0,20.0,8.3,28.067001,74.0,26.368616,100.0,0.0,1,22,4
2025-04-29 23:00:00,53.0,25.2,17.3,61.0,452.0,17.9,8.1,27.917,74.0,26.121714,100.0,0.0,1,23,4
2025-04-30 00:00:00,53.0,24.6,16.9,63.0,373.0,15.6,7.6,27.717001,76.0,25.651104,100.0,0.0,2,0,4
2025-04-30 01:00:00,53.0,23.1,15.9,65.0,261.0,12.8,7.0,27.467001,78.0,23.319553,72.0,0.0,2,1,4
2025-04-30 02:00:00,53.0,20.9,14.5,67.0,180.0,10.3,6.5,27.967001,75.0,24.503809,31.0,0.0,2,2,4
2025-04-30 03:00:00,53.0,19.1,13.2,69.0,148.0,8.0,6.2,29.917,61.0,27.74103,100.0,0.0,2,3,4
2025-04-30 04:00:00,53.0,18.0,12.3,70.0,146.0,5.9,6.0,31.967001,48.0,29.519999,86.0,0.0,2,4,4
2025-04-30 05:00:00,54.0,19.3,11.6,71.0,181.0,5.5,6.0,33.467,41.0,32.59939,6.0,0.0,2,5,4
2025-04-30 06:00:00,54.0,18.9,11.9,69.0,289.0,9.1,6.8,34.667,36.0,36.57855,16.0,0.0,2,6,4
2025-04-30 07:00:00,54.0,21.6,13.9,66.0,433.0,13.9,7.9,35.267002,34.0,37.63679,0.0,0.0,2,7,4
2025-04-30 08:00:00,54.0,26.1,16.4,69.0,510.0,16.4,9.0,35.667,32.0,38.42568,30.0,0.0,2,8,4
2025-04-30 09:00:00,55.0,30.2,17.1,84.0,451.0,14.4,10.3,35.767002,31.0,37.289116,31.0,0.0,2,9,4
2025-04-30 10:00:00,55.0,33.8,17.5,105.0,325.0,10.1,11.7,35.567,31.0,36.885506,22.0,0.0,2,10,4
2025-04-30 11:00:00,55.0,37.4,17.5,120.0,231.0,6.7,12.5,34.667,35.0,38.243114,100.0,0.0,2,11,4
2025-04-30 12:00:00,56.0,38.0,17.2,123.0,210.0,5.3,12.1,33.667,39.0,38.243114,23.0,0.0,2,12,4
2025-04-30 13:00:00,56.0,36.7,16.5,119.0,221.0,4.7,11.1,32.067,47.0,36.08091,6.0,0.0,2,13,4
2025-04-30 14:00:00,56.0,32.0,15.5,113.0,237.0,4.8,10.3,30.667,56.0,30.10685,100.0,0.0,2,14,4
2025-04-30 15:00:00,57.0,27.5,14.6,106.0,252.0,5.5,9.9,29.867,62.0,24.819122,100.0,0.0,2,15,4
2025-04-30 16:00:00,57.0,24.5,14.1,97.0,273.0,6.9,9.7,29.667,62.0,20.523155,100.0,0.0,2,16,4
2025-04-30 17:00:00,57.0,18.5,10.8,88.0,296.0,8.9,9.1,29.267,65.0,21.611998,5.0,0.0,2,17,4
2025-04-30 18:00:00,57.0,16.5,11.6,81.0,326.0,12.0,9.0,28.867,67.0,21.791153,0.0,0.0,2,18,4
2025-04-30 19:00:00,57.0,17.8,13.5,71.0,359.0,16.3,8.9,28.467001,71.0,24.798223,0.0,0.0,2,19,4
2025-04-30 20:00:00,56.0,19.2,14.2,64.0,374.0,19.2,8.8,28.167,72.0,25.223133,0.0,0.0,2,20,4
2025-04-30 21:00:00,56.0,20.1,14.5,62.0,363.0,19.5,8.8,28.067001,72.0,26.282465,0.0,0.0,2,21,4
2025-04-30 22:00:00,56.0,20.7,14.8,63.0,335.0,18.3,8.9,27.867,73.0,26.758923,0.0,0.0,2,22,4
2025-04-30 23:00:00,56.0,21.7,15.5,65.0,300.0,16.6,8.8,27.567001,75.0,25.721743,0.0,0.0,2,23,4
2025-05-01 00:00:00,56.0,22.2,15.8,67.0,255.0,14.3,8.4,27.367,77.0,25.56,0.0,0.0,3,0,5
2025-05-01 01:00:00,56.0,21.7,15.3,69.0,204.0,11.5,7.7,27.167,80.0,24.216522,5.0,0.0,3,1,5
2025-05-01 02:00:00,55.0,21.2,14.6,71.0,169.0,9.1,7.2,27.567001,79.0,23.97989,5.0,0.0,3,2,5
2025-05-01 03:00:00,55.0,20.7,13.9,73.0,156.0,7.3,6.8,29.267,67.0,27.757376,0.0,0.0,3,3,5
2025-05-01 04:00:00,56.0,20.4,13.4,74.0,158.0,6.0,6.4,30.967001,57.0,29.168886,0.0,0.0,3,4,5
2025-05-01 05:00:00,56.0,19.7,13.2,74.0,185.0,6.4,6.5,32.167,51.0,31.104082,0.0,0.0,3,5,5
2025-05-01 06:00:00,56.0,20.3,13.2,73.0,261.0,8.8,7.0,33.167,47.0,32.559605,0.0,0.0,3,6,5
2025-05-01 07:00:00,56.0,21.8,14.5,72.0,360.0,11.9,7.7,33.867,44.0,34.04047,0.0,0.0,3,7,5
2025-05-01 08:00:00,56.0,24.9,16.4,75.0,414.0,13.3,8.5,34.167,42.0,35.757988,0.0,0.0,3,8,5
2025-05-01 09:00:00,56.0,27.7,16.9,87.0,378.0,11.4,9.7,34.567,39.0,36.94168,0.0,0.0,3,9,5
2025-05-01 10:00:00,56.0,30.6,17.2,102.0,297.0,7.8,11.1,34.267002,39.0,37.137623,0.0,0.0,3,10,5
2025-05-01 11:00:00,56.0,33.1,17.3,113.0,235.0,5.0,11.8,33.667,41.0,36.785236,0.0,0.0,3,11,5
2025-05-01 12:00:00,56.0,32.1,16.7,115.0,219.0,3.9,11.4,32.667,46.0,35.031162,0.0,0.0,3,12,5
2025-05-01 13:00:00,56.0,29.8,15.8,112.0,222.0,3.5,10.3,31.267,54.0,32.042023,0.0,0.0,3,13,5
2025-05-01 14:00:00,56.0,27.6,15.1,107.0,232.0,3.8,9.5,30.167,60.0,22.608458,0.0,0.0,3,14,5
2025-05-01 15:00:00,56.0,26.2,14.8,102.0,244.0,4.6,9.3,29.567001,65.0,25.862436,0.0,0.0,3,15,5
2025-05-01 16:00:00,56.0,25.6,14.7,95.0,261.0,6.0,9.4,29.167,68.0,31.06239,0.0,0.0,3,16,5
2025-05-01 17:00:00,56.0,24.6,15.1,90.0,286.0,8.4,10.8,29.667,61.0,30.676142,5.0,0.0,3,17,5
2025-05-01 18:00:00,56.0,24.7,15.8,82.0,326.0,11.4,10.5,29.267,64.0,29.070974,6.0,0.0,3,18,5
2025-05-01 19:00:00,57.0,24.2,16.8,70.0,372.0,15.5,10.0,28.867,67.0,26.405453,100.0,0.0,3,19,5
2025-05-01 20:00:00,57.0,25.3,16.8,62.0,400.0,18.2,9.6,28.467001,70.0,27.333935,100.0,0.0,3,20,5
2025-05-01 21:00:00,57.0,26.1,17.1,59.0,401.0,18.6,9.5,28.267,72.0,27.722336,100.0,0.0,3,21,5
2025-05-01 22:00:00,57.0,27.4,17.8,59.0,383.0,17.6,9.4,28.067001,71.0,26.700743,100.0,0.0,3,22,5
2025-05-01 23:00:00,58.0,27.9,18.1,60.0,352.0,15.9,9.1,27.667,75.0,22.253124,100.0,0.0,3,23,5
2025-05-02 00:00:00,58.0,27.4,17.4,63.0,297.0,13.1,8.3,27.517,77.0,20.929596,100.0,0.0,4,0,5
2025-05-02 01:00:00,58.0,25.8,16.1,68.0,228.0,9.4,7.2,27.467001,79.0,21.67487,100.0,0.0,4,1,5
2025-05-02 02:00:00,58.0,24.5,15.1,71.0,179.0,6.7,6.4,27.767,78.0,23.34455,100.0,0.0,4,2,5
2025-05-02 03:00:00,58.0,23.7,14.4,72.0,160.0,5.4,6.0,28.967001,69.0,27.691935,100.0,0.0,4,3,5
2025-05-02 04:00:00,58.0,23.1,14.1,71.0,161.0,4.9,5.8,30.267,60.0,30.302078,100.0,0.0,4,4,5
2025-05-02 05:00:00,58.0,19.0,13.6,70.0,182.0,5.8,5.7,31.467001,55.0,31.085323,82.0,0.0,4,5,5
2025-05-02 06:00:00,58.0,20.7,13.9,69.0,243.0,8.1,7.0,32.267002,52.0,32.142982,11.0,0.0,4,6,5
2025-05-02 07:00:00,58.0,22.5,15.6,67.0,324.0,11.2,8.9,32.967,49.0,31.435646,5.0,0.0,4,7,5
2025-05-02 08:00:00,58.0,26.1,17.6,70.0,369.0,12.7,10.4,33.267002,48.0,31.99142,0.0,0.0,4,8,5
2025-05-02 09:00:00,58.0,28.9,18.0,81.0,341.0,10.9,11.4,32.967,50.0,32.10667,0.0,0.0,4,9,5
2025-05-02 10:00:00,59.0,32.4,18.2,96.0,276.0,7.5,12.1,32.967,50.0,30.421598,0.0,0.0,4,10,5
2025-05-02 11:00:00,59.0,35.9,18.2,107.0,228.0,4.9,12.3,32.267002,53.0,28.82249,0.0,0.0,4,11,5
2025-05-02 12:00:00,59.0,35.4,17.7,110.0,216.0,3.8,11.7,31.267,58.0,28.961546,0.0,0.0,4,12,5
2025-05-02 13:00:00,59.0,32.1,16.8,108.0,220.0,3.5,10.6,30.467001,62.0,26.999998,0.0,0.0,4,13,5
2025-05-02 14:00:00,59.0,29.8,16.1,104.0,231.0,3.8,9.8,30.067001,62.0,18.089775,0.0,0.0,4,14,5
2025-05-02 15:00:00,59.0,28.0,15.7,99.0,249.0,4.8,9.7,29.367,67.0,22.314194,5.0,0.0,4,15,5
2025-05-02 16:00:00,59.0,27.4,15.4,92.0,275.0,6.5,9.9,28.967001,70.0,26.727423,6.0,0.0,4,16,5
2025-05-02 17:00:00,59.0,26.0,15.8,86.0,297.0,8.9,11.3,28.667,73.0,21.67487,100.0,0.0,4,17,5
2025-05-02 18:00:00,59.0,26.9,16.6,76.0,311.0,13.8,11.5,28.467001,75.0,21.767351,100.0,0.0,4,18,5
2025-05-02 19:00:00,59.0,27.1,17.8,62.0,322.0,20.4,11.8,27.867,79.0,23.000591,12.0,0.0,4,19,5
2025-05-02 20:00:00,59.0,29.0,18.9,52.0,332.0,24.4,11.7,28.167,76.0,19.694992,16.0,0.0,4,20,5
2025-05-02 21:00:00,60.0,29.3,18.3,52.0,348.0,23.3,11.0,28.167,74.0,22.691425,100.0,0.0,4,21,5
2025-05-02 22:00:00,60.0,28.2,17.5,56.0,363.0,19.5,10.0,28.367,70.0,22.19773,7.0,0.0,4,22,5
2025-05-02 23:00:00,60.0,27.3,17.1,59.0,356.0,16.2,9.2,27.867,73.0,19.443333,6.0,0.0,4,23,5
2025-05-03 00:00:00,60.0,26.7,16.9,59.0,306.0,14.4,8.7,27.267,81.0,18.416384,5.0,0.0,5,0,5
2025-05-03 01:00:00,60.0,26.0,16.4,59.0,233.0,13.1,8.3,27.067001,82.0,17.654688,0.0,0.0,5,1,5
2025-05-03 02:00:00,60.0,25.1,15.7,59.0,181.0,11.8,8.1,27.467001,82.0,19.829433,5.0,0.0,5,2,5
2025-05-03 03:00:00,60.0,24.2,14.7,60.0,161.0,10.1,7.9,28.917,72.0,20.633371,5.0,0.0,5,3,5
2025-05-03 04:00:00,60.0,23.7,13.8,61.0,162.0,8.6,7.8,30.667,62.0,22.19773,6.0,0.0,5,4,5
2025-05-03 05:00:00,60.0,25.0,14.5,59.0,187.0,10.2,8.7,32.267002,54.0,23.893261,0.0,0.0,5,5,5
2025-05-03 06:00:00,60.0,24.7,14.1,61.0,262.0,12.1,9.4,33.667,46.0,23.78453,0.0,0.0,5,6,5
2025-05-03 07:00:00,60.0,26.3,15.8,64.0,362.0,14.5,10.5,34.867,40.0,24.031178,0.0,0.0,5,7,5
2025-05-03 08:00:00,60.0,32.2,17.6,72.0,419.0,15.4,11.8,35.667,36.0,25.233406,0.0,0.0,5,8,5
2025-05-03 09:00:00,60.0,35.9,18.6,91.0,389.0,13.2,13.6,35.667,34.0,29.168886,0.0,0.0,5,9,5
2025-05-03 10:00:00,60.0,41.9,19.9,116.0,316.0,9.3,15.5,34.967,37.0,29.522196,0.0,0.0,5,10,5
2025-05-03 11:00:00,60.0,47.0,21.5,133.0,260.0,6.3,16.6,34.167,41.0,30.216421,0.0,0.0,5,11,5
2025-05-03 12:00:00,60.0,46.4,21.5,138.0,245.0,4.9,16.0,32.967,46.0,29.07989,0.0,0.0,5,12,5
2025-05-03 13:00:00,61.0,43.0,20.3,136.0,248.0,4.3,14.6,31.767,51.0,23.132626,0.0,0.0,5,13,5
2025-05-03 14:00:00,61.0,36.9,18.4,130.0,255.0,4.6,13.4,30.267,61.0,23.358425,0.0,0.0,5,14,5
2025-05-03 15:00:00,61.0,31.9,16.7,121.0,263.0,5.7,12.9,29.367,67.0,17.283749,0.0,0.0,5,15,5
2025-05-03 16:00:00,66.0,29.8,15.9,109.0,275.0,7.6,12.7,29.767,62.0,14.48972,100.0,0.0,5,16,5
2025-05-03 17:00:00,74.0,24.6,13.2,99.0,293.0,10.3,12.3,29.567001,62.0,16.575644,100.0,0.0,5,17,5
2025-05-03 18:00:00,75.0,24.6,14.1,82.0,316.0,18.5,12.6,28.867,68.0,21.096123,13.0,0.0,5,18,5
2025-05-03 19:00:00,68.0,27.1,16.6,59.0,344.0,29.6,12.9,28.267,71.0,24.079666,49.0,0.0,5,19,5
2025-05-03 20:00:00,61.0,31.4,19.7,43.0,379.0,36.8,13.0,27.567001,76.0,26.64,25.0,0.0,5,20,5
2025-05-03 21:00:00,61.0,33.2,20.7,40.0,436.0,36.6,12.8,27.567001,76.0,22.862123,15.0,0.0,5,21,5
2025-05-03 22:00:00,61.0,32.8,20.2,44.0,500.0,32.4,12.4,27.267,78.0,21.605999,66.0,0.0,5,22,5
2025-05-03 23:00:00,61.0,31.0,19.2,48.0,530.0,27.9,11.8,27.167,79.0,24.336637,100.0,0.0,5,23,5
2025-05-04 00:00:00,61.0,29.6,18.1,51.0,500.0,23.8,10.6,26.967001,82.0,22.033648,100.0,0.0,6,0,5
2025-05-04 01:00:00,61.0,28.6,16.9,54.0,435.0,19.3,9.2,27.117,82.0,23.084955,100.0,0.0,6,1,5
2025-05-04 02:00:00,61.0,28.9,16.5,57.0,370.0,15.7,8.2,27.567001,79.0,21.707731,98.0,0.0,6,2,5
2025-05-04 03:00:00,62.0,29.9,16.5,59.0,302.0,13.2,7.9,29.317001,66.0,24.569832,6.0,0.0,6,3,5
2025-05-04 04:00:00,62.0,29.5,15.8,60.0,234.0,11.5,7.9,31.517,51.0,27.381308,7.0,0.0,6,4,5
2025-05-04 05:00:00,62.0,25.6,15.1,68.0,207.0,9.3,7.6,32.967,44.0,31.452133,100.0,0.0,6,5,5
2025-05-04 06:00:00,62.0,27.2,15.7,75.0,264.0,11.4,8.4,33.367,45.0,32.559605,100.0,0.0,6,6,5
2025-05-04 07:00:00,62.0,28.9,17.8,85.0,362.0,14.2,9.6,33.567,47.0,33.168877,95.0,0.0,6,7,5
2025-05-04 08:00:00,62.0,31.9,20.2,95.0,419.0,15.2,10.7,33.367,50.0,35.09769,100.0,0.0,6,8,5
2025-05-04 09:00:00,63.0,31.8,20.0,105.0,386.0,12.8,11.9,32.967,54.0,33.77291,94.0,0.0,6,9,5
2025-05-04 10:00:00,63.0,29.7,18.4,114.0,311.0,8.6,13.0,32.767002,55.0,33.151287,6.0,0.0,6,10,5
